text_display,video_source,text_emoji,text_clean,word_count,aspect_category,is_sarcastic,sentiment
"sty tandem alex pastor.
 erick bagian cari pemain pemain grade a kelas dunia.
 akan sangat mengerikan Indonesia di masa depan ðŸ‡®ðŸ‡©ðŸ”¥",Tiktok,sty tandem alex pastor. erick bagian cari pemain pemain grade a kelas dunia. akan sangat mengerikan Indonesia di masa depan ðŸ‡ terdaftar ðŸ‡ hak cipta ðŸ”¥,sty tandem alex pastor erick bagian cari pemain pemain grade a kelas dunia akan sangat mengerikan indonesia di masa depan terdaftar hak cipta,23,Coach_STY,0,Positive
jika saya bisa membawa Indonesia ke piala dunia saya akan berpikir untuk tinggal selamanya di sini,Tiktok,jika saya bisa membawa Indonesia ke piala dunia saya akan berpikir untuk tinggal selamanya di sini,jika saya bisa membawa indonesia ke piala dunia saya akan berpikir untuk tinggal selamanya di sini,16,General,0,Positive
"susah lawan KKN diindonesia, mimpi buruk Indonesia adalah punya PSSI tapi didalamnya orang orang yang tidak amanah. bagaimanamungkin sepak bola Indonesia akan maju saat berkembang saja dijatohkan padahal mimpi itu sudah dekat. PSSI jika punya rasa malu yang tinggi mundur. ganti dengan yang amanah dan kompeten dalam bidang sepak bola",Tiktok,"susah lawan KKN diindonesia, mimpi buruk Indonesia adalah punya PSSI tapi didalamnya orang orang yang tidak amanah. bagaimanamungkin sepak bola Indonesia akan maju saat berkembang saja dijatohkan padahal mimpi itu sudah dekat. PSSI jika punya rasa malu yang tinggi mundur. ganti dengan yang amanah dan kompeten dalam bidang sepak bola",susah lawan kkn diindonesia mimpi buruk indonesia adalah punya pssi tapi didalamnya orang orang yang tidak amanah bagaimanamungkin sepak bola indonesia akan maju saat berkembang saja dijatohkan padahal mimpi itu sudah dekat pssi jika punya rasa malu yang tinggi mundur ganti dengan yang amanah dan kompeten dalam bidang sepak bola,50,Mgmt_General,0,Negative
pelatih yg bisa bikin obokÂ² mancini & rene haverd malah di PECAT!! eh PEMAIN JUDOL malah di REKRUT!!,Tiktok,pelatih yg bisa bikin obokÂ² mancini & rene haverd malah di PECAT!! eh PEMAIN JUDOL malah di REKRUT!!,pelatih yang bisa bikin obok mancini rene haverd malah di pecat!! eh pemain judol malah di rekrut!!,17,Player,0,Negative
"STY BERJUANG DARI 0 ERA KEGELAPAN DAN STY BERHASIL MENGELUARKAN TIMNAS INDO DARI ERA KEGELAPAN ITU TAPI APA SETELAH STY DI PECAT DAN DI GANTI PATRICK, PATRICK MALAH MENGEMBALIKAN ERA KEGELAPAN ITU. TERLALU BERHARAP ITU GK BAIK.",Tiktok,"STY BERJUANG DARI 0 ERA KEGELAPAN DAN STY BERHASIL MENGELUARKAN TIMNAS INDO DARI ERA KEGELAPAN ITU TAPI APA SETELAH STY DI PECAT DAN DI GANTI PATRICK, PATRICK MALAH MENGEMBALIKAN ERA KEGELAPAN ITU. TERLALU BERHARAP ITU GK BAIK.",sty berjuang dari 0 era kegelapan dan sty berhasil mengeluarkan timnas indonesia dari era kegelapan itu tapi apa setelah sty di pecat dan di ganti patrick patrick malah mengembalikan era kegelapan itu terlalu berharap itu enggak baik,37,Coach_STY,0,Negative
"Saya pemuja sty
 saya juga ga hujat patrick karna dia hanya di panggil untuk jadi pelatih,kesalahan nya ada pada PSSI yang serakah ntah ada maksud apa bisa di ganti pelatih di tengah tengah perjalanan,saya sakit hati banget pokoknyaðŸ’”ðŸ’”ðŸ’”ðŸ’”ðŸ’”ðŸ’”ðŸ’”",Tiktok,"Saya pemuja sty saya juga ga hujat patrick karna dia hanya di panggil untuk jadi pelatih,kesalahan nya ada pada PSSI yang serakah ntah ada maksud apa bisa di ganti pelatih di tengah tengah perjalanan,saya sakit hati banget pokoknyaðŸ’”ðŸ’”ðŸ’”ðŸ’”ðŸ’”ðŸ’”ðŸ’”",saya pemuja sty saya juga enggak hujat patrick karena dia hanya di panggil untuk jadi pelatihkesalahan nya ada pada pssi yang serakah entah ada maksud apa bisa di ganti pelatih di tengah tengah perjalanansaya sakit hati banget pokoknya,38,Coach_STY,0,Negative
"KAMI BUKAN BENCI TIMNAS,,, TAPI KAMI MUAK SAMA PSSI, YG DI PENUHI PARA MAFIA2",Tiktok,"KAMI BUKAN BENCI TIMNAS,,, TAPI KAMI MUAK SAMA PSSI, YG DI PENUHI PARA MAFIA2",kami bukan benci timnas tapi kami muak sama pssi yang di penuhi para mafia2,14,Mgmt_General,0,Negative
"jika cuman soal komunikasi shintaiyuong di pecat aku rasa erick memang keterlaluan sih.karna dia ngga mikirin timnas.seharusnya pergantian pelatih itu di tentukan oleh tim bukan erick.karna ap karna cuman tim yg ngerasain.seperti ap rasa nya berlatih dengan shintaiyuong dan seperti ap strategi nya.
 KEMBALIKAN STY ðŸ˜¤",Tiktok,jika cuman soal komunikasi shintaiyuong di pecat aku rasa erick memang keterlaluan sih.karna dia ngga mikirin timnas.seharusnya pergantian pelatih itu di tentukan oleh tim bukan erick.karna ap karna cuman tim yg ngerasain.seperti ap rasa nya berlatih dengan shintaiyuong dan seperti ap strategi nya. KEMBALIKAN STY ðŸ˜¤,jika cuman soal komunikasi shintaiyuong di pecat aku rasa erick memang keterlaluan sihkarna dia enggak memikirkan timnasseharusnya pergantian pelatih itu di tentukan oleh tim bukan erickkarna apa karena cuman tim yang ngerasainseperti apa rasa nya berlatih dengan shintaiyuong dan seperti apa strategi nya kembalikan sty,45,Coach_STY,0,Negative
"ini semua salah STY, dia datang di saat kita sudah pasrah dgn keadaan,membuat kita yakin dan percaya bahwa keajaiban itu ada dan membuat kita lupa diri bahwa timnas masih perlu proses yg panjang, syngnya proses itu di putus oleh orang'' yang hanya mementingkan kepentingan pribadinya. ðŸ˜ðŸ˜ðŸ˜",Tiktok,"ini semua salah STY, dia datang di saat kita sudah pasrah dgn keadaan,membuat kita yakin dan percaya bahwa keajaiban itu ada dan membuat kita lupa diri bahwa timnas masih perlu proses yg panjang, syngnya proses itu di putus oleh orang'' yang hanya mementingkan kepentingan pribadinya. ðŸ˜ðŸ˜ðŸ˜",ini semua salah sty dia datang di saat kita sudah pasrah dengan keadaanmembuat kita yakin dan percaya bahwa keajaiban itu ada dan membuat kita lupa diri bahwa timnas masih perlu proses yang panjang sayangnya proses itu di putus oleh orang yang hanya mementingkan kepentingan pribadinya,45,Coach_STY,0,Negative
@Dewiprnmsrii te bisa nahan cerik gara gara shin tae yongðŸ˜­ðŸ˜­,Tiktok,@Dewiprnmsrii te bisa nahan cerik gara gara shin tae yongðŸ˜­ðŸ˜­,dewiprnmsrii te bisa menahan cerik gara gara shin tae yong,10,Coach_STY,0,Negative
ayo kembalilah sty kami membutuhkan kan mu dan kamu sangat senang kemanangan mu di Indonesia,Tiktok,ayo kembalilah sty kami membutuhkan kan mu dan kamu sangat senang kemanangan mu di Indonesia,ayo kembalilah sty kami membutuhkan kan mu dan kamu sangat senang kemanangan mu di indonesia,15,Coach_STY,0,Positive
"sty:""tugasku sudah selesai,aku hanya menjadi payung untukmu ketika hujan lebat.dan sekarang hujan telah reda,pergilah dan cari pelangimu""ðŸ¥¹ðŸ¥¹",Tiktok,"sty:""tugasku sudah selesai,aku hanya menjadi payung untukmu ketika hujan lebat.dan sekarang hujan telah reda,pergilah dan cari pelangimu""ðŸ¥¹ðŸ¥¹",stytugasku sudah selesaiaku hanya menjadi payung untukmu ketika hujan lebatdan sekarang hujan telah redapergilah dan cari pelangimu,17,General,1,Negative
Erick ga punya power cuk wkwkw malah pilih kang parlay,Tiktok,Erick ga punya power cuk wkwkw malah pilih kang parlay,erick enggak punya power cuk wkwkw malah pilih kang parlay,10,Mgmt_ET,1,Negative
"kirain cuma sty yang bereksperimen, ternyata ketum pssi juga sama bereksperimen ganti coachðŸ™‚",Tiktok,"kirain cuma sty yang bereksperimen, ternyata ketum pssi juga sama bereksperimen ganti coachðŸ merek dagang ‚",mengira cuma sty yang bereksperimen ternyata ketum pssi juga sama bereksperimen ganti coach merek dagang,15,Coach_STY,0,Negative
"bisa balik lagi ga sih,kenapa hrs di pecat coba pas lagi prosesðŸ¥º coach sty itu yg buat timnas sampai sejauh ini malah di hancurkan oleh PK",Tiktok,"bisa balik lagi ga sih,kenapa hrs di pecat coba pas lagi prosesðŸ¥º coach sty itu yg buat timnas sampai sejauh ini malah di hancurkan oleh PK",bisa balik lagi enggak sihkenapa harus di pecat coba pas lagi proses coach sty itu yang buat timnas sampai sejauh ini malah di hancurkan oleh pakai,26,Coach_STY,0,Negative
kenapa PSSI dulu tidak jadi memperpanjang kontrak bersama STYðŸ˜­,Tiktok,kenapa PSSI dulu tidak jadi memperpanjang kontrak bersama STYðŸ˜­,kenapa pssi dulu tidak jadi memperpanjang kontrak bersama sty,9,Coach_STY,0,Neutral
"@roamer:ðŸ‡®ðŸ‡©vsðŸ‡¦ðŸ‡º=1-5
 ðŸ‡®ðŸ‡©vsðŸ‡§ðŸ‡­=3-1
 ðŸ‡®ðŸ‡©vsðŸ‡¨ðŸ‡³=2-0
 ðŸ‡®ðŸ‡©vsðŸ‡¯ðŸ‡µ=1-0
 like mu adalah doa",Tiktok,@roamer:ðŸ‡ terdaftar ðŸ‡ hak cipta vsðŸ‡¦ðŸ‡º=1-5 ðŸ‡ terdaftar ðŸ‡ hak cipta vsðŸ‡§ðŸ‡­=3-1 ðŸ‡ terdaftar ðŸ‡ hak cipta vsðŸ‡¨ðŸ‡³=2-0 ðŸ‡ terdaftar ðŸ‡ hak cipta vsðŸ‡¯ðŸ‡µ=1-0 like mu adalah doa,roamer terdaftar hak cipta vs1-5 terdaftar hak cipta vs3-1 terdaftar hak cipta vs2-0 terdaftar hak cipta vs1-0 like mu adalah doa,21,General,0,Neutral
gw si udah ga kaget dlu dulu juga pas masa suram juga kaya gini,Tiktok,gw si udah ga kaget dlu dulu juga pas masa suram juga kaya gini,gue sih sudah enggak kaget dulu dulu juga pas masa suram juga kayak begini,14,General,0,Negative
padahal mah udah bagus Patrick. tapi baru beberapa bulan di pecat gana mau maju ini timnas,Tiktok,padahal mah udah bagus Patrick. tapi baru beberapa bulan di pecat gana mau maju ini timnas,padahal mah sudah bagus patrick tapi baru beberapa bulan di pecat gana mau maju ini timnas,16,Coach_Kluivert,0,Negative
yang setuju rombak total kepengurusan P$$I,Tiktok,yang setuju rombak total kepengurusan P$$I,yang setuju rombak total kepengurusan tapi,6,General,0,Negative
yg salah Erick tohirðŸ˜¹,Tiktok,yg salah Erick tohirðŸ˜¹,yang salah erick tohir,4,Mgmt_ET,0,Negative
"@erick.thohir gimana pak timnas sepakbola nya lotrek lo masak gak ada tindakan
 #out petrik",Tiktok,@erick.thohir gimana pak timnas sepakbola nya lotrek lo masak gak ada tindakan #out petrik,erickthohir bagaimana pak timnas sepakbola nya lotrek lo masak enggak ada tindakan out petrik,14,Coach_Kluivert,0,Negative
ga semua harus jalan sesuai ekspektasi Lo.,Tiktok,ga semua harus jalan sesuai ekspektasi Lo.,enggak semua harus jalan sesuai ekspektasi lo,7,General,0,Neutral
udah muv on malahh keinget lagi kanðŸ™‚,Tiktok,udah muv on malahh keinget lagi kanðŸ merek dagang ‚,sudah muv on malahh teringat lagi kan merek dagang,9,General,0,Neutral
gimana gua aja yang jadi coach indoðŸ—¿ðŸ˜‚,Tiktok,gimana gua aja yang jadi coach indoðŸ—¿ðŸ˜‚,bagaimana gua saja yang jadi coach indonesia,7,General,0,Neutral
selain Alex pastor dan lanzadd,Tiktok,selain Alex pastor dan lanzadd,selain alex pastor dan lanzadd,5,General,0,Neutral
hayoo siapa nih yang seneng waktu awal kedatangan erick hayooo,Tiktok,hayoo siapa nih yang seneng waktu awal kedatangan erick hayooo,hayoo siapa nih yang senang waktu awal kedatangan erick hayo,10,Mgmt_ET,1,Negative
Dana:Saya merasa seperti kehilangan dunia saya - Marselino FerdinandðŸ˜­ðŸ˜­,Tiktok,Dana:Saya merasa seperti kehilangan dunia saya - Marselino FerdinandðŸ˜­ðŸ˜­,danasaya merasa seperti kehilangan dunia saya - marselino ferdinand,9,Player,0,Negative
@erick.thohir harus lihat ini dan kau melepaskan dia sebagai pelatih timnas indonesia secara bersejarahnya yang dia latih itu membawa negaranya sendiri ke piala dunia tetapi tersingkir disemi final,Tiktok,@erick.thohir harus lihat ini dan kau melepaskan dia sebagai pelatih timnas indonesia secara bersejarahnya yang dia latih itu membawa negaranya sendiri ke piala dunia tetapi tersingkir disemi final,erickthohir harus lihat ini dan kau melepaskan dia sebagai pelatih timnas indonesia secara bersejarahnya yang dia latih itu membawa negaranya sendiri ke piala dunia tetapi tersingkir disemi final,28,Player,0,Negative
pssi ngasih janji palsu cokkkðŸ˜”,Tiktok,pssi ngasih janji palsu cokkkðŸ˜”,pssi mengasih janji palsu cok,5,Mgmt_General,0,Negative
Saya merasa seperti kehilangan dunia saya - Marselino FerdinandðŸ˜­ðŸ˜­,Tiktok,Saya merasa seperti kehilangan dunia saya - Marselino FerdinandðŸ˜­ðŸ˜­,saya merasa seperti kehilangan dunia saya - marselino ferdinand,9,Player,0,Negative
Pssi ( persatuan syibal syekia indonesia ),Tiktok,Pssi ( persatuan syibal syekia indonesia ),pssi persatuan syibal syekia indonesia,5,Mgmt_General,1,Negative
"blunder parah sih sepanjang sejarah,gak nyangka PSSI kek gini malah lebih parah sama PSSI yang dulu...........tolooooooolllllllllllllllllll",Tiktok,"blunder parah sih sepanjang sejarah,gak nyangka PSSI kek gini malah lebih parah sama PSSI yang dulu...........tolooooooolllllllllllllllllll",blunder parah sih sepanjang sejarahgak menyangka pssi kayak begini malah lebih parah sama pssi yang dulutolol,16,Mgmt_General,0,Negative
"mari TETAP TERIAKKAN NAMA STY DI GBK NANTIl GUYS... BIAR KENA MENTAL ITU EXCO PSSI DAN JAJARAN NYA, DI PIKIR TIMNAS HEBAT HANYA KRN PSSI?? KRN SUPPORTER JUGA YG DUKUNG",Tiktok,"mari TETAP TERIAKKAN NAMA STY DI GBK NANTIl GUYS... BIAR KENA MENTAL ITU EXCO PSSI DAN JAJARAN NYA, DI PIKIR TIMNAS HEBAT HANYA KRN PSSI?? KRN SUPPORTER JUGA YG DUKUNG",mari tetap teriakkan nama sty di gbk nantil guys biar kena mental itu exco pssi dan jajaran nya di pikir timnas hebat hanya karena pssi?? karena supporter juga yang dukung,30,Coach_STY,0,Negative
Semoga akan menyesal keputusan yg sdh dibuat oleh KETUM PSSI @Erick Thohir,Tiktok,Semoga akan menyesal keputusan yg sdh dibuat oleh KETUM PSSI @Erick Thohir,semoga akan menyesal keputusan yang sudah dibuat oleh ketum pssi erick thohir,12,Mgmt_ET,0,Negative
"Aff Jebakan Untuk Shin Tae Youngâ˜¹ï¸ðŸ¥º
 Pssi Gk Punya Hati Emang
 #Sty Stay IndoðŸ¥¹",Tiktok,Aff Jebakan Untuk Shin Tae Youngâ˜¹ï¸ðŸ¥º Pssi Gk Punya Hati Emang #Sty Stay IndoðŸ¥¹,aff jebakan untuk shin tae young pssi enggak punya hati memang sty stay indonesia,14,Coach_STY,0,Negative
"mari TETAP TERIAKKAN NAMA STY DI GBK NANTIl GUYS... BIAR KENA MENTAL ITU EXCO PSSI DAN JAJARAN NYA, DI PIKIR TIMNAS HEBAT HANYA KRN PSSI?? KRN SUPPORTER JUGA YG DUKUNG",Tiktok,"mari TETAP TERIAKKAN NAMA STY DI GBK NANTIl GUYS... BIAR KENA MENTAL ITU EXCO PSSI DAN JAJARAN NYA, DI PIKIR TIMNAS HEBAT HANYA KRN PSSI?? KRN SUPPORTER JUGA YG DUKUNG",mari tetap teriakkan nama sty di gbk nantil guys biar kena mental itu exco pssi dan jajaran nya di pikir timnas hebat hanya karena pssi?? karena supporter juga yang dukung,30,Coach_STY,0,Negative
"pssi gk tau trimakasih, pdhal pas sty dteng dan melatih timnas lumayan bnyak bgt kemajuan..
 sakitt lah dipecat, knapa gk nggu abis kontrak ajah mngkin gk sesakit ini.
 nyesekk",Tiktok,"pssi gk tau trimakasih, pdhal pas sty dteng dan melatih timnas lumayan bnyak bgt kemajuan.. sakitt lah dipecat, knapa gk nggu abis kontrak ajah mngkin gk sesakit ini. nyesekk",pssi enggak tau trimakasih padahal pas sty datang dan melatih timnas lumayan banyak banget kemajuan sakitt lah dipecat knapa enggak nggu habis kontrak saja mungkin enggak sesakit ini nyesekk,29,Coach_STY,0,Negative
erick thohir outðŸ—¿,Tiktok,erick thohir outðŸ—¿,erick thohir out,3,Mgmt_ET,0,Negative
"pecat sty indonesia gagal ke pildun erik tohir dibenci seluruh indonesia pak erik di pecat bung towel tertawa
 singkat, padat, jelas, salah towell ðŸ˜´",Tiktok,"pecat sty indonesia gagal ke pildun erik tohir dibenci seluruh indonesia pak erik di pecat bung towel tertawa singkat, padat, jelas, salah towell ðŸ˜´",pecat sty indonesia gagal ke pildun erik tohir dibenci seluruh indonesia pak erik di pecat bung towel tertawa singkat padat jelas salah towell,23,Coach_STY,0,Negative
"selamat coach anda selamat dari negara yg penuh drama dan penuh mafia"" ðŸ˜Œ terimakasih coach sudah melatih timnas Indonesia dari nolðŸ˜Œ",Tiktok,"selamat coach anda selamat dari negara yg penuh drama dan penuh mafia"" ðŸ˜Œ terimakasih coach sudah melatih timnas Indonesia dari nolðŸ˜Œ",selamat coach anda selamat dari negara yang penuh drama dan penuh mafia terimakasih coach sudah melatih timnas indonesia dari nol,20,Player,0,Positive
"kalo dengan pelatih baru gagal world cup,kita hujat pssi habis habisan",Tiktok,"kalo dengan pelatih baru gagal world cup,kita hujat pssi habis habisan",kalo dengan pelatih baru gagal world cupkita hujat pssi habis habisan,11,Coach_Kluivert,0,Negative
"Dia datang (diangkat) ketika timnasðŸ‡®ðŸ‡© lagi di era kegelapan (suram & terjerembab) dan dia pergi (dipecat) ketika timnasðŸ‡®ðŸ‡© udah mulai terang/bersinar.
 Selamat datang era kegelapan PSSI & selamat juga buat si #towel_cs yg telah berhasil dalam misinya dg mengobrak-abrik PSSI hingga #sty_out. Kali ini kalian sbg pemenangnya & kalian hebat ! ðŸ‘ðŸ‘‹ðŸ‘‹ðŸ‘‹",Tiktok,Dia datang (diangkat) ketika timnasðŸ‡ terdaftar ðŸ‡ hak cipta lagi di era kegelapan (suram & terjerembab) dan dia pergi (dipecat) ketika timnasðŸ‡ terdaftar ðŸ‡ hak cipta udah mulai terang/bersinar. Selamat datang era kegelapan PSSI & selamat juga buat si #towel_cs yg telah berhasil dalam misinya dg mengobrak-abrik PSSI hingga #sty_out. Kali ini kalian sbg pemenangnya & kalian hebat ! ðŸ‘ðŸ‘‹ðŸ‘‹ðŸ‘‹,dia datang diangkat ketika timnas terdaftar hak cipta lagi di era kegelapan suram terjerembab dan dia pergi dipecat ketika timnas terdaftar hak cipta sudah mulai terangbersinar selamat datang era kegelapan pssi selamat juga buat sih towelcs yang telah berhasil dalam misinya dengan mengobrak-abrik pssi hingga styout kali ini kalian sebagai pemenangnya kalian hebat !,54,Mgmt_General,1,Negative
BEGINIKAH CARA PSSI BERTERIMAKASIH.!!,Tiktok,BEGINIKAH CARA PSSI BERTERIMAKASIH.!!,beginikah cara pssi berterimakasih!!,4,Mgmt_General,1,Negative
si Erick Thohir aja. suruh jadi pelatih nya.. ðŸ˜¡ mampu gak dia.,Tiktok,si Erick Thohir aja. suruh jadi pelatih nya.. ðŸ˜¡ mampu gak dia.,sih erick thohir saja suruh jadi pelatih nya mampu enggak dia,11,Mgmt_ET,0,Neutral
biar mikir bung towel jika kedepanya timnas makin buruk,Tiktok,biar mikir bung towel jika kedepanya timnas makin buruk,biar mikir bung towel jika kedepanya timnas makin buruk,9,Player,0,Neutral
@Dana:Saya merasa seperti kehilangan dunia saya - Marselino FerdinandðŸ˜­ðŸ˜­,Tiktok,@Dana:Saya merasa seperti kehilangan dunia saya - Marselino FerdinandðŸ˜­ðŸ˜­,danasaya merasa seperti kehilangan dunia saya - marselino ferdinand,9,Player,0,Negative
